name,description,price,currency,rating,reviews_count,availability,url,image_url,source,scraped_at,confidence
"Xiaomi Power Bank 4i 10000mAh 22.5W Fast Charging PD|Smart 12 Layer Protection| Durable Steel Casing |Triple Output Ports|Supports All Phone(MI Power Bank),Green 4.2",,1299.0,,4.2,4000.0,,https://www.amazon.in/Xiaomi-10000mAh-Charging-Delivery-Supports/dp/B0D73VTCR9/ref=sr_1_14?dib=eyJ2IjoiMSJ9.it2Q_eNpklKKJu9XkqyG4ROVCGgFS8Z3xtYmjwUjJywOoI9nwta-HXzrnI1Od9E4gQKyNW_rnlwlUGT0XaF_E9e-ZQHMW_KnemV7NDrceJGnGlEF-HaNwK0a9jFhw4RBKJs0l7zqiZQDNAmUxcxIZxwJpLrJmpqkSTe-bMhMv2PQcgcD5XhwN9-P-ftFRoS3NnEjIO8ZSzjnuaAmLR5KhbGrXev6iznyYQnuMNbAGVY.rsPJ9h9rlQhQCC6xr-0L2gk_c1phd3fenwqQ-OndDec&dib_tag=se&keywords=power+bank&qid=1775050410&refinements=p_36%3A-500000&sr=8-14,https://m.media-amazon.com/images/I/31uD3iVVqEL._AC_UY218_.jpg,dom,2026-04-01T13:34:02.654193Z,0.7498
Amazon Basics – 10000mAh Power Bank | 22.5W Fast Charging | 2 USB-A & 1 Type-C Output | Multi-Layer Protection | Universal Compatibility | Compact Travel-Friendly Design | Black 3.9,,705.0,,3.9,133.0,,https://www.amazon.in/Amazon-Basics-USB-Compatibility-Travel-Friendly/dp/B0FD3QGTNK/ref=sr_1_15?dib=eyJ2IjoiMSJ9.it2Q_eNpklKKJu9XkqyG4ROVCGgFS8Z3xtYmjwUjJywOoI9nwta-HXzrnI1Od9E4gQKyNW_rnlwlUGT0XaF_E9e-ZQHMW_KnemV7NDrceJGnGlEF-HaNwK0a9jFhw4RBKJs0l7zqiZQDNAmUxcxIZxwJpLrJmpqkSTe-bMhMv2PQcgcD5XhwN9-P-ftFRoS3NnEjIO8ZSzjnuaAmLR5KhbGrXev6iznyYQnuMNbAGVY.rsPJ9h9rlQhQCC6xr-0L2gk_c1phd3fenwqQ-OndDec&dib_tag=se&keywords=power+bank&qid=1775050410&refinements=p_36%3A-500000&sr=8-15,https://m.media-amazon.com/images/I/61pxJGx+eJL._AC_UY218_.jpg,dom,2026-04-01T13:34:02.654477Z,0.7498
"Xiaomi Redmi 20000mAh Li-Polymer Power Bank, USB Type-C Inputand Micro USB Ports, 18W Fast Charging, Low Power Mode, Black 4.2",,1499.0,,4.2,19600.0,,https://www.amazon.in/Redmi-20000mAh-Li-Polymer-Power-Charging/dp/B0851WWXJC/ref=sr_1_16?dib=eyJ2IjoiMSJ9.it2Q_eNpklKKJu9XkqyG4ROVCGgFS8Z3xtYmjwUjJywOoI9nwta-HXzrnI1Od9E4gQKyNW_rnlwlUGT0XaF_E9e-ZQHMW_KnemV7NDrceJGnGlEF-HaNwK0a9jFhw4RBKJs0l7zqiZQDNAmUxcxIZxwJpLrJmpqkSTe-bMhMv2PQcgcD5XhwN9-P-ftFRoS3NnEjIO8ZSzjnuaAmLR5KhbGrXev6iznyYQnuMNbAGVY.rsPJ9h9rlQhQCC6xr-0L2gk_c1phd3fenwqQ-OndDec&dib_tag=se&keywords=power+bank&qid=1775050410&refinements=p_36%3A-500000&sr=8-16,https://m.media-amazon.com/images/I/51SmIeYNC8L._AC_UY218_.jpg,dom,2026-04-01T13:34:02.654744Z,0.7498
"Portronics Power Pod 10K Advanced 10000 mAh Nano Power Bank with 22.5W Max Output, LED Indicator, Mach USB-A Output, Type C PD Output, Type C Input(Black) 4.1",,699.0,,4.1,156.0,,https://www.amazon.in/Portronics-Advanced-Smallest-Output-Indicator/dp/B0CYTBMRHF/ref=sr_1_17?dib=eyJ2IjoiMSJ9.it2Q_eNpklKKJu9XkqyG4ROVCGgFS8Z3xtYmjwUjJywOoI9nwta-HXzrnI1Od9E4gQKyNW_rnlwlUGT0XaF_E9e-ZQHMW_KnemV7NDrceJGnGlEF-HaNwK0a9jFhw4RBKJs0l7zqiZQDNAmUxcxIZxwJpLrJmpqkSTe-bMhMv2PQcgcD5XhwN9-P-ftFRoS3NnEjIO8ZSzjnuaAmLR5KhbGrXev6iznyYQnuMNbAGVY.rsPJ9h9rlQhQCC6xr-0L2gk_c1phd3fenwqQ-OndDec&dib_tag=se&keywords=power+bank&qid=1775050410&refinements=p_36%3A-500000&sr=8-17,https://m.media-amazon.com/images/I/61kEfC940BL._AC_UY218_.jpg,dom,2026-04-01T13:34:02.655033Z,0.7498
"Eveready Ultima Power Bank PB11 with Built-in-Cables 20,000 mAh, 22.5W Fast Charging, Multiple Ports & Universal Compatibility, TypeC Input & Output, Digital Battery Indicator, Overcharging Protection 4.0 4.0 out of 5 st",,1099.0,,4.0,308.0,,https://www.amazon.in/Eveready-PB11-Compatibility-Overcharging-Protection/dp/B0F6CL93PZ/ref=sr_1_18?dib=eyJ2IjoiMSJ9.it2Q_eNpklKKJu9XkqyG4ROVCGgFS8Z3xtYmjwUjJywOoI9nwta-HXzrnI1Od9E4gQKyNW_rnlwlUGT0XaF_E9e-ZQHMW_KnemV7NDrceJGnGlEF-HaNwK0a9jFhw4RBKJs0l7zqiZQDNAmUxcxIZxwJpLrJmpqkSTe-bMhMv2PQcgcD5XhwN9-P-ftFRoS3NnEjIO8ZSzjnuaAmLR5KhbGrXev6iznyYQnuMNbAGVY.rsPJ9h9rlQhQCC6xr-0L2gk_c1phd3fenwqQ-OndDec&dib_tag=se&keywords=power+bank&qid=1775050410&refinements=p_36%3A-500000&sr=8-18,https://m.media-amazon.com/images/I/61V4py-0ndL._AC_UY218_.jpg,dom,2026-04-01T13:34:02.655321Z,0.7498
"Kratos Legend Champ Power Bank 20000mAh, Fast Charging 22.5W, Triple Output,USB Type C Connector, PD Quick Charge Power Bank for iPhone, Android & Other Phones, BIS Certified,Made in India, Black 4.0",,899.0,,4.0,1600.0,,https://www.amazon.in/Kratos-20000mAH-Charging-Delivery-Certified/dp/B0DXCZ6DGP/ref=sr_1_19?dib=eyJ2IjoiMSJ9.it2Q_eNpklKKJu9XkqyG4ROVCGgFS8Z3xtYmjwUjJywOoI9nwta-HXzrnI1Od9E4gQKyNW_rnlwlUGT0XaF_E9e-ZQHMW_KnemV7NDrceJGnGlEF-HaNwK0a9jFhw4RBKJs0l7zqiZQDNAmUxcxIZxwJpLrJmpqkSTe-bMhMv2PQcgcD5XhwN9-P-ftFRoS3NnEjIO8ZSzjnuaAmLR5KhbGrXev6iznyYQnuMNbAGVY.rsPJ9h9rlQhQCC6xr-0L2gk_c1phd3fenwqQ-OndDec&dib_tag=se&keywords=power+bank&qid=1775050410&refinements=p_36%3A-500000&sr=8-19,https://m.media-amazon.com/images/I/6152wuhya7L._AC_UY218_.jpg,dom,2026-04-01T13:34:02.655600Z,0.7498
"Geonix Helio R100 10000 mAh 22.5W Fast Charging Power Bank, Ultra Slim Power Bank with USB-A Output, Type C PD Output, Type C Input, Wake Up Button, 1 Year Warranty, Black 3.6",,489.0,,3.6,,,https://www.amazon.in/Geonix-Charging-Output-Button-Warranty/dp/B0FQV7753L/ref=sr_1_20?dib=eyJ2IjoiMSJ9.it2Q_eNpklKKJu9XkqyG4ROVCGgFS8Z3xtYmjwUjJywOoI9nwta-HXzrnI1Od9E4gQKyNW_rnlwlUGT0XaF_E9e-ZQHMW_KnemV7NDrceJGnGlEF-HaNwK0a9jFhw4RBKJs0l7zqiZQDNAmUxcxIZxwJpLrJmpqkSTe-bMhMv2PQcgcD5XhwN9-P-ftFRoS3NnEjIO8ZSzjnuaAmLR5KhbGrXev6iznyYQnuMNbAGVY.rsPJ9h9rlQhQCC6xr-0L2gk_c1phd3fenwqQ-OndDec&dib_tag=se&keywords=power+bank&qid=1775050410&refinements=p_36%3A-500000&sr=8-20,https://m.media-amazon.com/images/I/71gSOTaA4iL._AC_UY218_.jpg,dom,2026-04-01T13:34:02.655868Z,0.6918
"Ambrane 10000mAh Slim & Compact Powerbank with in-Build Type C Cable, 22.5W Fast Charging, USB & Type C Output, Power Delivery, Quick Charge for iPhone, Android & Tablets, Earbuds, (Stylo N10,Black) Ambrane 10000mAh Slim",,999.0,,4.2,982.0,,https://aax-eu-zaz.amazon.in/x/c/JANwkeDX-J4NlzwE-1Fj1CQAAAGdST_MbwoAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICBX5jMQ/clv1c_ek-wBHfWVcba3TK2Z8p873dcuEsGb-8Jvujp-Ae1NaFirdnqn_rIDa8z4kXa9scdhwFlRLdPXW1qbrbENJnIFN5O8ORJw3gzfA1BkFD-2qkosesDrtphimbICmnVQmL75TwLU1oL374Y0wUdkExmyTCbo9m0tlAa8qXwSjmy-G5PYW72vpynREzYsSpZJtPR0Ntqpk5AHDWE28DdFtFyXkBbvP2V9Gq92T9vMrro18I5CBTD3xHUOpurivW8R56TgfZ7r5xtgpxjsN456TlIWW_rPaBwEJQ8Hkw1ePdp4dcPKHK5VF3v-Vlp_80LCoVe_xA4z7gpIXYd5DRWXGMb-55s5k4l0kBrMY9YKCRX-j_xRi2m38pv3zw4sNCcm9yiM7llZJp78zgYIyfKDZJaw4eoHfV3HnHItmYrvP2bPCojl8FGHH4wzRGGocjOOD7gg3YrBCUwy2synRLcAYkKwdblgKkMCFqx_HDE13CnqmoAFN2Tssi8CJgTLgNo2M4dSL79ch1PFMVWkqaz12op1B49AXjvJLzqP3K2pnsN7lsbgdAmaW7UL1zYegQpRzQ0Sarj67GD-GVb97_lrPNMYdibw2YXnfB-feJCGHajzxT4Uf_69nyON0_YMeJrrOubSRW8I4xN4nwv4WTyN3Ys2BuctOdwKDS1v0GlaytiFFJgK7fVdmGkBF7eVROaYgJIey02WBnBmYVR7Bh5t9xds1pjRLD4NUa67KiMhye0-CzjNmMVFxEbi9xnprJRROxYx-1CaEjjW9NB4nNRt5o0wWkgrk1_GSMIlZngCldkPw-UhCX2Z-f833oxpXZUTY19lL0KD-i5BSqC4XEJX_j92M64O-5VUY_WE9hqe818mWDUws2bhcZBERdQn_b8_CFXoUs1-8XlJT_AkFyAheb3HRowvGBUDctU0TfEmRvQOs4ymE4km3jCDSylb8-37R7wLEJlMp9RO5Ylp8nGhsmCSfu1i-rT_cMqzCC9_kXBH6n1Gmf6rPyX484P7qgaSqyPTxGMp4brBbJSJ0llDEARL1o2FY8Mn5Sf6lEZoudgmdh6dpKd2MsA9YJJ5Wx1WWszB5ku3CR9C0ZoVe-prwCRiAMivLbaWvyqKKussHxkuNo2uXnnvS2MXk7lTjhA2N_1YFZHAVaLzKxkfC1BRmPGObPDDd9qx_Bv3qonA9QaPXzFkHUdm74z2cfHN85snhnRYejQHwy9Mhfhe1M7GgpMvjOCLVhFkPySCIYMscsS9YFsPBR9DX7vKm5N_4zzwzjsus2KxGPHN2Ra2EImxxOMItgRDXY9xEMhYfPgLScEYyIyATpjUoRRHq-hJMQFgjtrK9gOsB2UAQY4_FxS-ksRAG_4y_Zgivi7NoO-FsC43XWYH_Nlasw7GuksvLzXQNQ-JOHNI8gwIpHtShw7Yp6wfHVXV6RaLQzGToKyZu7EKTaqM3l5vKpwgHpu6BCACCoNRIa57spRyISswXKZH94AxefvjUm6k9xuXoXd4vaTt8lenPCt5aBQd5k_LnieadFJaQFl-Z7GjgmpVIETnK0R1ufSFjHU_0HbVghVxKandIEPL_zEHX2f-IcV1kiAuSJ9RRlyCfuvi6k1KyOJr0K-1Kjl5mam6r4o-kkM49qipBsOrbbzrGI6a9WBVFj01CpCBW81CvxNlHYLWyBkeDWjA-tV8GHN9actw66L/https://www.amazon.in/gp/aw/d/B0DWSS3Q5K/?_encoding=UTF8&pd_rd_plhdr=t&aaxitk=cb44986858d33dc369db5e8e8133fb1f&hsa_cr_id=0&qid=1775050410&sr=1-1-e0fa1fdd-d857-4087-adda-5bd576b25987&aref=ZEJEpf18hU&ref_=sbx_s_sparkle_sbtcd_asin_0_bkgd&pd_rd_w=igRyl&content-id=amzn1.sym.9269eab1-ae85-443b-9ec2-b2fa4ebaad05%3Aamzn1.sym.9269eab1-ae85-443b-9ec2-b2fa4ebaad05&pf_rd_p=9269eab1-ae85-443b-9ec2-b2fa4ebaad05&pf_rd_r=S7ZX2WY08C9QRE2J0CHA&pd_rd_wg=lunqh&pd_rd_r=ecc04ba7-e5ba-48e1-8ab4-75eac6c56e53,"https://m.media-amazon.com/images/I/81DRmuVxkqL._AC_SR160,134_CB1169409_QL70_.jpg",dom,2026-04-01T13:34:02.657088Z,0.7498
"Ambrane Magsafe Wireless 10000Mah Fast Charging USB Type-C Input Power Bank, Strong Magnet, 22.5W Output For iPhone 12 & Above, Android & Other Qi Enabled Devices + Magnetic Ring (Aerosync Snap, Blue) Ambrane Magsafe Wir",,1499.0,,4.0,6900.0,,https://aax-eu-zaz.amazon.in/x/c/JANwkeDX-J4NlzwE-1Fj1CQAAAGdST_MbwoAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICBX5jMQ/clv1c_ek-wBHfWVcba3TK2Z8p873dcuEsGb-8Jvujp-Ae1NaFirdnqn_rIDa8z4kXa9scdhwFlRLdPXW1qbrbENJnIFN5O8ORJw3gzfA1BkFD-2qkosesDrtphimbICmnVQmL75TwLU1oL374Y0wUdkExmyTCbo9m0tlAa8qXwSjmy-G5PYW72vpynREzYsSpZJtPR0Ntqpk5AHDWE28DdFtFyXkBbvP2V9Gq92T9vMrro18I5CBTD3xHUOpurivW8R56TgfZ7r5xtgpxjsN456TlIWW_rPaBwEJQ8Hkw1ePdp4dcPKHK5VF3v-Vlp_80LCoVe_xA4z7gpIXYd5DRWXGMb-55s5k4l0kBrMY9YKCRX-j_xRi2m38pv3zw4sNCcm9yiM7llZJp78zgYIyfKDZJaw4eoHfV3HnHItmYrvP2bPCojl8FGHH4wzRGGocjOOD7gg3YrBCUwy2synRLcAYkKwdblgKkMCFqx_HDE13CnqmoAFN2Tssi8CJgTLgNo2M4dSL79ch1PFMVWkqaz12op1B49AXjvJLzqP3K2pnsN7lsbgdAmaW7UL1zYegQpRzQ0Sarj67GD-GVb97_lrPNMYdibw2YXnfB-feJCGHajzxT4Uf_69nyON0_YMeJrrOubSRW8I4xN4nwv4WTyN3Ys2BuctOdwKDS1v0GlaytiFFJgK7fVdmGkBF7eVROaYgJIey02WBnBmYVR7Bh5t9xds1pjRLD4NUa67KiMhye0-CzjNmMVFxEbi9xnprJRROxYx-1CaEjjW9NB4nNRt5o0wWkgrk1_GSMIlZngCldkPw-UhCX2Z-f833oxpXZUTY19lL0KD-i5BSqC4XEJX_j92M64O-5VUY_WE9hqe818mWDUws2bhcZBERdQn_b8_CFXoUs1-8XlJT_AkFyAheb3HRowvGBUDctU0TfEmRvQOs4ymE4km3jCDSylb8-37R7wLEJlMp9RO5Ylp8nGhsmCSfu1i-rT_cMqzCC9_kXBH6n1Gmf6rPyX484P7qgaSqyPTxGMp4brBbJSJ0llDEARL1o2FY8Mn5Sf6lEZoudgmdh6dpKd2MsA9YJJ5Wx1WWszB5ku3CR9C0ZoVe-prwCRiAMivLbaWvyqKKussHxkuNo2uXnnvS2MXk7lTjhA2N_1YFZHAVaLzKxkfC1BRmPGObPDDd9qx_Bv3qonA9QaPXzFkHUdm74z2cfHN85snhnRYejQHwy9Mhfhe1M7GgpMvjOCLVhFkPySCIYMscsS9YFsPBR9DX7vKm5N_4zzwzjsus2KxGPHN2Ra2EImxxOMItgRDXY9xEMhYfPgLScEYyIyATpjUoRRHq-hJMQFgjtrK9gOsB2UAQY4_FxS-ksRAG_4y_Zgivi7NoO-FsC43XWYH_Nlasw7GuksvLzXQNQ-JOHNI8gwIpHtShw7Yp6wfHVXV6RaLQzGToKyZu7EKTaqM3l5vKpwgHpu6BCACCoNRIa57spRyISswXKZH94AxefvjUm6k9xuXoXd4vaTt8lenPCt5aBQd5k_LnieadFJaQFl-Z7GjgmpVIETnK0R1ufSFjHU_0HbVghVxKandIEPL_zEHX2f-IcV1kiAuSJ9RRlyCfuvi6k1KyOJr0K-1Kjl5mam6r4o-kkM49qipBsOrbbzrGI6a9WBVFj01CpCBW81CvxNlHYLWyBkeDWjA-tV8GHN9actw66L/https://www.amazon.in/gp/aw/d/B0D9S87H53/?_encoding=UTF8&pd_rd_plhdr=t&aaxitk=cb44986858d33dc369db5e8e8133fb1f&hsa_cr_id=0&qid=1775050410&sr=1-2-e0fa1fdd-d857-4087-adda-5bd576b25987&aref=ZEJEpf18hU&ref_=sbx_s_sparkle_sbtcd_asin_1_bkgd&pd_rd_w=igRyl&content-id=amzn1.sym.9269eab1-ae85-443b-9ec2-b2fa4ebaad05%3Aamzn1.sym.9269eab1-ae85-443b-9ec2-b2fa4ebaad05&pf_rd_p=9269eab1-ae85-443b-9ec2-b2fa4ebaad05&pf_rd_r=S7ZX2WY08C9QRE2J0CHA&pd_rd_wg=lunqh&pd_rd_r=ecc04ba7-e5ba-48e1-8ab4-75eac6c56e53,"https://m.media-amazon.com/images/I/61H84kDDNFL._AC_SR160,134_CB1169409_QL70_.jpg",dom,2026-04-01T13:34:02.657406Z,0.7498
"Ambrane 20000mAh Small Pocket Size Powerbank, Hanging InBuilt Type C Cable, 22.5W Fast Charging, Type C PD & USB Output for iPhone, Android Mobiles & Other Devices (MiniCharge 20, Black-Grey) Ambrane 20000mAh Small Pocke",,1799.0,,4.1,1100.0,,https://aax-eu-zaz.amazon.in/x/c/JANwkeDX-J4NlzwE-1Fj1CQAAAGdST_MbwoAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICBX5jMQ/clv1c_ek-wBHfWVcba3TK2Z8p873dcuEsGb-8Jvujp-Ae1NaFirdnqn_rIDa8z4kXa9scdhwFlRLdPXW1qbrbENJnIFN5O8ORJw3gzfA1BkFD-2qkosesDrtphimbICmnVQmL75TwLU1oL374Y0wUdkExmyTCbo9m0tlAa8qXwSjmy-G5PYW72vpynREzYsSpZJtPR0Ntqpk5AHDWE28DdFtFyXkBbvP2V9Gq92T9vMrro18I5CBTD3xHUOpurivW8R56TgfZ7r5xtgpxjsN456TlIWW_rPaBwEJQ8Hkw1ePdp4dcPKHK5VF3v-Vlp_80LCoVe_xA4z7gpIXYd5DRWXGMb-55s5k4l0kBrMY9YKCRX-j_xRi2m38pv3zw4sNCcm9yiM7llZJp78zgYIyfKDZJaw4eoHfV3HnHItmYrvP2bPCojl8FGHH4wzRGGocjOOD7gg3YrBCUwy2synRLcAYkKwdblgKkMCFqx_HDE13CnqmoAFN2Tssi8CJgTLgNo2M4dSL79ch1PFMVWkqaz12op1B49AXjvJLzqP3K2pnsN7lsbgdAmaW7UL1zYegQpRzQ0Sarj67GD-GVb97_lrPNMYdibw2YXnfB-feJCGHajzxT4Uf_69nyON0_YMeJrrOubSRW8I4xN4nwv4WTyN3Ys2BuctOdwKDS1v0GlaytiFFJgK7fVdmGkBF7eVROaYgJIey02WBnBmYVR7Bh5t9xds1pjRLD4NUa67KiMhye0-CzjNmMVFxEbi9xnprJRROxYx-1CaEjjW9NB4nNRt5o0wWkgrk1_GSMIlZngCldkPw-UhCX2Z-f833oxpXZUTY19lL0KD-i5BSqC4XEJX_j92M64O-5VUY_WE9hqe818mWDUws2bhcZBERdQn_b8_CFXoUs1-8XlJT_AkFyAheb3HRowvGBUDctU0TfEmRvQOs4ymE4km3jCDSylb8-37R7wLEJlMp9RO5Ylp8nGhsmCSfu1i-rT_cMqzCC9_kXBH6n1Gmf6rPyX484P7qgaSqyPTxGMp4brBbJSJ0llDEARL1o2FY8Mn5Sf6lEZoudgmdh6dpKd2MsA9YJJ5Wx1WWszB5ku3CR9C0ZoVe-prwCRiAMivLbaWvyqKKussHxkuNo2uXnnvS2MXk7lTjhA2N_1YFZHAVaLzKxkfC1BRmPGObPDDd9qx_Bv3qonA9QaPXzFkHUdm74z2cfHN85snhnRYejQHwy9Mhfhe1M7GgpMvjOCLVhFkPySCIYMscsS9YFsPBR9DX7vKm5N_4zzwzjsus2KxGPHN2Ra2EImxxOMItgRDXY9xEMhYfPgLScEYyIyATpjUoRRHq-hJMQFgjtrK9gOsB2UAQY4_FxS-ksRAG_4y_Zgivi7NoO-FsC43XWYH_Nlasw7GuksvLzXQNQ-JOHNI8gwIpHtShw7Yp6wfHVXV6RaLQzGToKyZu7EKTaqM3l5vKpwgHpu6BCACCoNRIa57spRyISswXKZH94AxefvjUm6k9xuXoXd4vaTt8lenPCt5aBQd5k_LnieadFJaQFl-Z7GjgmpVIETnK0R1ufSFjHU_0HbVghVxKandIEPL_zEHX2f-IcV1kiAuSJ9RRlyCfuvi6k1KyOJr0K-1Kjl5mam6r4o-kkM49qipBsOrbbzrGI6a9WBVFj01CpCBW81CvxNlHYLWyBkeDWjA-tV8GHN9actw66L/https://www.amazon.in/gp/aw/d/B0FDKY6JDP/?_encoding=UTF8&pd_rd_plhdr=t&aaxitk=cb44986858d33dc369db5e8e8133fb1f&hsa_cr_id=0&qid=1775050410&sr=1-3-e0fa1fdd-d857-4087-adda-5bd576b25987&aref=ZEJEpf18hU&ref_=sbx_s_sparkle_sbtcd_asin_2_bkgd&pd_rd_w=igRyl&content-id=amzn1.sym.9269eab1-ae85-443b-9ec2-b2fa4ebaad05%3Aamzn1.sym.9269eab1-ae85-443b-9ec2-b2fa4ebaad05&pf_rd_p=9269eab1-ae85-443b-9ec2-b2fa4ebaad05&pf_rd_r=S7ZX2WY08C9QRE2J0CHA&pd_rd_wg=lunqh&pd_rd_r=ecc04ba7-e5ba-48e1-8ab4-75eac6c56e53,"https://m.media-amazon.com/images/I/61gBi0ycByL._AC_SR160,134_CB1169409_QL70_.jpg",dom,2026-04-01T13:34:02.657719Z,0.7498
